Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.055535624394265466,0.0637027016529558,0.055535624394265466,0.060979925096035004,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06097990590116838,0.06424711149983595,0.06097990590116838,0.06315762549638748,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06315765233186911,0.06479156892836822,0.06315765233186911,0.06424713879823685,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06424714318129947,0.06479157334857291,0.062068796306058015,0.06261322647333145,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06261325953438421,0.06315768998912781,0.0609799681701534,0.061524398624897,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.061524376858116625,0.061524376858116625,0.05934665580960067,0.05989108607172966,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05989104837578126,0.06097990821470136,0.05716889877848103,0.05825775861740112,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05825778882352412,0.05825778882352412,0.0560800680165559,0.05662449821829796,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056624491862499175,0.057713352143764496,0.05608006172186651,0.057713352143764496,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.057713359174891454,0.05989108000273037,0.05716892896793173,0.059346649795770645,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05934664342421952,0.06043550372123718,0.05934664342421952,0.06043550372123718,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.060435516333858644,0.060435516333858644,0.05880222554747168,0.05989108607172966,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05989108000273037,0.05989108000273037,0.059346649795770645,0.059346649795770645,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05934665580960067,0.060979946595987634,0.05934665580960067,0.05989108607172966,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.06043550372123718,0.06206879416676368,0.06043550372123718,0.06043550372123718,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.06043550372123718,0.06097993386974602,0.06043550372123718,0.06043550372123718,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0604355102096901,0.06097994041664983,0.05825778938185119,0.059346649795770645,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05934665580960067,0.060979946595987634,0.05934665580960067,0.05989108607172966,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.0598910649556811,0.06152435516621196,0.0598910649556811,0.060979925096035004,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.0609799681701534,0.062068829079640606,0.0598911072606662,0.061524398624897,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.062068796306058015,0.06370271301402604,0.062068796306058015,0.06261322647333145,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.0626131955975827,0.06370268160103118,0.0626131955975827,0.06315762549638748,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06315762549638748,0.06315762549638748,0.06097990590116838,0.06315762549638748,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06315764260719274,0.06588041904471602,0.0626132125608898,0.06533598899841309,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06533601734361677,0.06588044762611389,0.06533601734361677,0.06588044762611389,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06588044594855533,0.06588044594855533,0.0631576683991214,0.06370272487401962,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06370272487401962,0.06424715514265356,0.062068807861853544,0.06370272487401962,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06370271301402604,0.06370271301402604,0.06261322647333145,0.06261322647333145,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06261322071343477,0.06315765083062515,0.06206879059624438,0.06288543343544006,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06288543780259205,0.07023587343780174,0.06261322506168263,0.0691470131278038,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.0696914469870401,0.0764974528290034,0.0696914469870401,0.07350308448076248,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07350306834059188,0.07459192846936753,0.07295801207017467,0.0740474984049797,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07404750387932205,0.07404750387932205,0.07132472715005826,0.07186915725469589,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07186917642939677,0.07241360667928844,0.06860259493004689,0.07023588567972183,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.07023587343780174,0.07023587343780174,0.06805815281780588,0.0691470131278038,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.0691470131278038,0.07023587343780174,0.06860258297280485,0.0691470131278038,20246400,0.0,0.0
