Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.10003948956727982,0.10047441973167533,0.10003948956727982,0.10003948956727982,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09525528797588927,0.09525528797588927,0.09482035785913469,0.09482035785913467,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08829570245042682,0.08829570245042682,0.08786077797412872,0.08786077797412872,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.09003539383411409,0.09047032403008114,0.09003539383411409,0.09003539383411407,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09264573454856873,0.09308065890429466,0.09264573454856873,0.09264573454856873,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09829974919557571,0.09873467922135662,0.09829974919557571,0.09829974919557571,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.1030840054154396,0.10351971382382912,0.1030840054154396,0.1030840054154396,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10743401944637299,0.10786894955153122,0.10743401944637299,0.10743401944637299,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11308808624744415,0.1135230163921297,0.11308808624744415,0.11308808624744415,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12352710217237473,0.12396203226060139,0.12352710217237473,0.12352710217237473,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12526680529117584,0.12570173535989124,0.12526680529117584,0.12526680529117584,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12265726761216676,0.12265726761216676,0.12222234904766083,0.12222234904766083,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11917781320998197,0.11917781320998197,0.11874288320541382,0.11874288320541382,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.12004774063825607,0.12091760122006695,0.12004774063825607,0.12004774063825607,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11787304108614739,0.11787304108614739,0.11743812263011932,0.11743812263011932,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1126532134830362,0.1126532134830362,0.11221828311681747,0.11221828311681747,45158400,0.0,0.0
