Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,1.011795363225953,1.0286587584345277,1.0016774706077252,1.0084227323532104,269568,0.0,0.0
1962-01-03 00:00:00-05:00,1.0033637303261278,1.0033637303261278,0.9949320733308706,0.9983047842979431,184704,0.0,0.0
1962-01-04 00:00:00-05:00,0.9983052719163242,1.006736852748339,0.978069397637834,0.9865009784698486,229632,0.0,0.0
1962-01-05 00:00:00-05:00,0.9864998593323464,0.9881861735857055,0.9443416818721141,0.9612050652503967,340704,0.0,0.0
1962-01-08 00:00:00-05:00,0.9612062390459437,0.9612062390459437,0.9308522242918338,0.9595199227333069,386880,0.0,0.0
1962-01-09 00:00:00-05:00,0.959520036629494,0.9730105687319305,0.9527745297332608,0.9645789861679077,290784,0.0,0.0
1962-01-10 00:00:00-05:00,0.964577972890205,0.9746958613383107,0.9612053434075031,0.9696369171142578,244608,0.0,0.0
1962-01-11 00:00:00-05:00,0.9696361634332517,0.9713224768638611,0.9527727882825828,0.9713224768638611,203424,0.0,0.0
1962-01-12 00:00:00-05:00,0.9713230303721591,0.9730093447637145,0.9544598864566047,0.9578325152397156,210912,0.0,0.0
1962-01-15 00:00:00-05:00,0.959518890799701,0.9713230922930958,0.959518890799701,0.9679504632949829,264576,0.0,0.0
1962-01-16 00:00:00-05:00,0.967950660662749,0.9797549448446452,0.9612054012911467,0.976382315158844,173472,0.0,0.0
1962-01-17 00:00:00-05:00,0.9746961048078138,0.9746961048078138,0.9477148213617773,0.9544603228569031,267072,0.0,0.0
1962-01-18 00:00:00-05:00,0.9544610870910804,0.9645789861679076,0.9527745297332608,0.9645789861679077,184704,0.0,0.0
1962-01-19 00:00:00-05:00,0.9645781304594185,0.9730097055435181,0.9645781304594185,0.9730097055435181,165984,0.0,0.0
1962-01-22 00:00:00-05:00,0.9746959200343513,0.988186519059148,0.9746959200343513,0.976382315158844,177216,0.0,0.0
1962-01-23 00:00:00-05:00,0.9730093447637145,0.9730093447637145,0.9544598864566047,0.9578325152397156,284544,0.0,0.0
1962-01-24 00:00:00-05:00,0.9578327716053455,0.9797549448446452,0.9544601419195444,0.976382315158844,199680,0.0,0.0
