Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,1.6712824961597141,1.6712824961597141,1.6525038480758667,1.6525038480758667,407940,0.0,0.0
1962-01-03 00:00:00-05:00,1.6525043891093216,1.6669493913650513,1.6525043891093216,1.6669493913650513,305955,0.0,0.0
1962-01-04 00:00:00-05:00,1.6669501389539079,1.6669501389539079,1.6496161717015947,1.6503384113311768,274575,0.0,0.0
1962-01-05 00:00:00-05:00,1.6481702392469186,1.6481702392469186,1.614946815473099,1.6178358793258667,384405,0.0,0.0
1962-01-08 00:00:00-05:00,1.6163904295897806,1.6163904295897806,1.574500158055615,1.5875004529953003,572685,0.0,0.0
1962-01-09 00:00:00-05:00,1.5947234556106005,1.6265025026860729,1.5947234556106005,1.6062794923782349,517770,0.0,0.0
1962-01-10 00:00:00-05:00,1.6091694831848145,1.6163918757240618,1.6091694831848145,1.6091694831848145,313800,0.0,0.0
1962-01-11 00:00:00-05:00,1.6135031922000656,1.6265038251876829,1.6135031922000656,1.626503825187683,337335,0.0,0.0
1962-01-12 00:00:00-05:00,1.6293925046920779,1.6409483327419943,1.6293925046920779,1.6293925046920776,462855,0.0,0.0
1962-01-15 00:00:00-05:00,1.635169974800281,1.6402258646759238,1.635169974800281,1.6366145610809326,266730,0.0,0.0
1962-01-16 00:00:00-05:00,1.635168741000133,1.635168741000133,1.6192793846130369,1.619279384613037,266730,0.0,0.0
1962-01-17 00:00:00-05:00,1.612058611393093,1.612058611393093,1.5889466301491917,1.5932799577713013,439320,0.0,0.0
1962-01-18 00:00:00-05:00,1.5976123809814453,1.613501741041536,1.5976123809814453,1.5976123809814453,392250,0.0,0.0
1962-01-19 00:00:00-05:00,1.5976133041907883,1.601946630984495,1.5802792405182793,1.599057674407959,423630,0.0,0.0
1962-01-22 00:00:00-05:00,1.5990573548563312,1.6149469370652376,1.5947239208575095,1.5961683988571167,290265,0.0,0.0
1962-01-23 00:00:00-05:00,1.5954466975743566,1.5976134151572539,1.5773903935035654,1.5802793502807617,392250,0.0,0.0
1962-01-24 00:00:00-05:00,1.5802792565087582,1.5889463424682615,1.5723346258428939,1.5889463424682617,431475,0.0,0.0
1962-01-25 00:00:00-05:00,1.5889466638659264,1.6019469712214698,1.5687236393217199,1.5716125965118408,337335,0.0,0.0
1962-01-26 00:00:00-05:00,1.5716120460628376,1.5773900664904776,1.5629450694569187,1.5636674165725708,258885,0.0,0.0
1962-01-29 00:00:00-05:00,1.563667428054316,1.5745011218734937,1.5369441509246826,1.5369441509246826,611910,0.0,0.0
1962-01-30 00:00:00-05:00,1.5369433524667504,1.5456103246337278,1.5174425840377805,1.5174425840377808,776655,0.0,0.0
1962-01-31 00:00:00-05:00,1.532610841407073,1.5658341646194458,1.532610841407073,1.5658341646194458,800190,0.0,0.0
1962-02-01 00:00:00-05:00,1.5817230921189656,1.6062796455744677,1.5817230921189656,1.6019459962844849,674670,0.0,0.0
1962-02-02 00:00:00-05:00,1.6019464913394958,1.612058162689209,1.5947241005277464,1.612058162689209,533460,0.0,0.0
1962-02-05 00:00:00-05:00,1.6120579181822274,1.6120579181822274,1.5831679270327326,1.5918349027633667,329490,0.0,0.0
1962-02-06 00:00:00-05:00,1.5920506840843556,1.594940031583547,1.5862718810002514,1.59349524974823,274575,0.000956,0.0
1962-02-07 00:00:00-05:00,1.594940423965454,1.6036086847670075,1.594940423965454,1.594940423965454,266730,0.0,0.0
